name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Nakuru, Kenya",2020-03-01,28.6,14.5,21.1,27.7,14.5,21,12.9,63.5,0.1,100,4.17,rain,0,0,32,20.5,346.4,1013,60.1,30,279.8,24.2,10,,2020-03-01T06:44:28,2020-03-01T18:51:29,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-02,25.7,15.3,19.6,25.7,15.3,19.6,13.1,69.1,3,100,4.17,rain,0,0,43.9,38.9,7.2,1015.2,95.1,30,254.2,21.9,10,,2020-03-02T06:44:16,2020-03-02T18:51:16,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-03,26.9,14.2,19.7,26.5,14.2,19.7,13.4,69.9,0.8,100,20.83,rain,0,0,37.1,27.7,356.8,1016.6,87.9,30,255.7,22.2,9,,2020-03-03T06:44:04,2020-03-03T18:51:03,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-04,26.8,13.2,19.4,26.6,13.2,19.4,12,66.7,0.2,100,4.17,rain,0,0,39.2,37.1,341.9,1016.5,69.7,30,300.7,25.9,10,,2020-03-04T06:43:52,2020-03-04T18:50:49,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-05,28.2,13.9,20.1,27.5,13.9,20,10.8,61.2,0.6,100,4.17,rain,0,0,33.8,29.5,2,1016.3,69,30,268.4,23.1,10,,2020-03-05T06:43:39,2020-03-05T18:50:35,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-06,29.6,12.6,20.7,28.8,12.6,20.6,10.3,55.6,0,0,0,,0,0,40.7,33.5,351.7,1014.5,52.7,30,297,25.5,10,,2020-03-06T06:43:25,2020-03-06T18:50:20,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-03-07,29.3,14.7,21.5,28.3,14.7,21.3,11.8,56.9,0,0,0,,0,0,35.3,18.4,358.5,1014.1,82,30,291.2,25.2,10,,2020-03-07T06:43:11,2020-03-07T18:50:05,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-03-08,28.7,14.7,20.3,28.3,14.7,20.2,13.9,70.7,6,100,4.17,rain,0,0,34.9,18.4,359,1013.4,84.1,30,295.9,25.7,10,,2020-03-08T06:42:57,2020-03-08T18:49:50,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-09,24.8,14.9,18.9,24.8,14.9,18.9,14.7,78.8,23,100,4.17,rain,0,0,34.6,12.2,337.2,1014,96.2,30,223.7,19.3,9,,2020-03-09T06:42:42,2020-03-09T18:49:34,0.5,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-10,26.3,14.2,19.7,26.3,14.2,19.7,13.8,71.6,0.7,100,20.83,rain,0,0,28.8,18.4,357.8,1013,88,30,242.5,21.1,9,,2020-03-10T06:42:27,2020-03-10T18:49:18,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-11,28,14.6,20.8,27,14.6,20.6,12.9,64.9,0,0,0,,0,0,34.9,18.4,11.2,1012.5,50.4,30,299.7,25.7,10,,2020-03-11T06:42:12,2020-03-11T18:49:01,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-03-12,26.6,13.7,20.6,26.6,13.7,20.6,12.7,63.8,0.4,100,12.5,rain,0,0,32,18.4,0.9,1013.8,66.4,30,249.3,21.4,9,,2020-03-12T06:41:57,2020-03-12T18:48:45,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-13,27.4,15,21.2,26.7,15,21.2,12.4,60.6,1.9,100,20.83,rain,0,0,32.8,22.3,4,1014.3,73.6,30,264.9,22.8,10,,2020-03-13T06:41:41,2020-03-13T18:48:28,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-14,27.9,14.9,21.1,27.1,14.9,21,12.2,60.7,0,0,0,,0,0,34.9,20.5,346.9,1014.3,64.3,30,305.8,26.5,10,,2020-03-14T06:41:25,2020-03-14T18:48:11,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-03-15,29.6,14.4,21.7,28.2,14.4,21.4,11.1,55,0,0,0,,0,0,36.4,18.4,358.5,1012.6,50.6,30,332.5,28.8,10,,2020-03-15T06:41:08,2020-03-15T18:47:53,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"63714099999,remote"
"Nakuru, Kenya",2020-03-16,28.1,15.4,21.8,27.4,15.4,21.7,12.1,57.3,0.2,100,8.33,rain,0,0,33.1,27.7,0.3,1012.6,56.8,30,270.7,23.3,10,,2020-03-16T06:40:52,2020-03-16T18:47:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"63714099999,remote"
"Nakuru, Kenya",2020-03-17,27.6,15.4,20.7,27.3,15.4,20.7,14,68.2,1,100,29.17,rain,0,0,32.8,27.7,356.9,1014,72.3,30,283.8,24.3,10,,2020-03-17T06:40:35,2020-03-17T18:47:18,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"63714099999,remote"
